"","X","Date","Site.ID","Daily.Mean.PM2.5.Concentration","SITE_LATITUDE","SITE_LONGITUDE","year","school_year","consecutive_missing","max_consecutive_missing","count","aq_good","aq_mod","aq_uh1","aq_uh2","aq_vuh","PM2.5_average"
"1",62,"2005-01-01",60010007,8.3,37.687526,-121.784217,2005,2004,0,0,365,264,93,8,0,0,11.0319178082192
"2",93,"2006-01-01",60010007,8.8,37.687526,-121.784217,2006,2005,0,0,365,267,92,5,1,0,9.92931506849315
"3",124,"2007-01-01",60010007,22.3,37.687526,-121.784217,2007,2006,0,0,365,245,107,13,0,0,11.2891780821918
"4",186,"2009-01-01",60010007,15.3,37.687526,-121.784217,2009,2008,0,0,365,272,84,9,0,0,9.93054794520548
"5",279,"2012-01-01",60010007,15.3,37.687526,-121.784217,2012,2011,0,0,366,314,50,2,0,0,7.83224043715847
"6",310,"2013-01-01",60010007,17.2,37.687526,-121.784217,2013,2012,0,0,365,311,53,1,0,0,7.23219178082192
"7",465,"2018-01-01",60010007,28.1,37.687526,-121.784217,2018,2017,0,1,365,291,71,3,0,0,8.92342465753425
"8",7794,"2012-01-01",60010009,18.7,37.743065,-122.169935,2012,2011,0,0,366,277,86,3,0,0,10.2049180327869
"9",7980,"2018-01-01",60010009,27.1,37.743065,-122.169935,2018,2017,0,0,365,283,75,5,2,0,9.97904109589041
"10",8104,"2022-01-01",60010009,13.2,37.743065,-122.169935,2022,2021,0,0,365,291,73,0,0,0,8.35123626373626
"11",8135,"2023-01-01",60010009,9.2,37.743065,-122.169935,2023,2022,0,0,365,313,52,0,0,0,7.63287671232877
"12",13269,"2010-01-01",60010011,14.7,37.814781,-122.282347,2010,2009,0,0,365,217,148,0,0,0,11.5232876712329
"13",13672,"2023-01-01",60010011,4.2,37.814781,-122.282347,2023,2022,0,0,365,312,53,0,0,0,7.37369863013699
"14",18410,"2015-01-01",60010012,10.7,37.793624,-122.263376,2015,2014,0,0,365,283,81,1,0,0,9.76931506849315
"15",18441,"2016-01-01",60010012,4,37.793624,-122.263376,2016,2015,0,0,366,286,80,0,0,0,9.02814207650273
"16",18503,"2018-01-01",60010012,25.1,37.793624,-122.263376,2018,2017,0,0,365,215,141,7,2,0,12.6542465753425
"17",18596,"2021-01-01",60010012,16.6,37.793624,-122.263376,2021,2020,0,0,365,283,73,2,4,1,10.0994490358127
"18",18658,"2023-01-01",60010012,3.9,37.793624,-122.263376,2023,2022,0,0,365,287,77,1,0,0,8.76013698630137
"19",23764,"2021-01-01",60010015,13.5,37.7012220009132,-121.903019,2021,2020,0,0,365,287,61,7,10,0,11.8401369863014
"20",28726,"2010-01-01",60012004,11.8,37.877794,-122.30129,2010,2009,0,0,365,279,86,0,0,0,9.52931506849315
"21",35214,"2014-01-01",60070008,62.8,39.76168,-121.84047,2014,2013,0,0,365,242,119,3,1,0,11.6876712328767
"22",35245,"2015-01-01",60070008,39,39.76168,-121.84047,2015,2014,0,0,365,280,82,3,0,0,9.7254794520548
"23",35276,"2016-01-01",60070008,19.2,39.76168,-121.84047,2016,2015,0,0,366,297,69,0,0,0,8.90273224043716
"24",35307,"2017-01-01",60070008,19.6,39.76168,-121.84047,2017,2016,0,1,365,222,140,3,0,0,11.4419178082192
"25",35338,"2018-01-01",60070008,28,39.76168,-121.84047,2018,2017,0,0,365,205,156,4,0,0,12.653698630137
"26",35369,"2019-01-01",60070008,13.5,39.76168,-121.84047,2019,2018,0,0,365,245,91,15,8,6,17.6035616438356
"27",35493,"2023-01-01",60070008,5.6,39.76168,-121.84047,2023,2022,0,0,365,311,50,3,0,0,7.33557692307692
"28",44292,"2023-01-01",60074001,2,39.327563,-121.668811,2023,2022,0,0,365,324,40,1,0,0,5.57479452054794
"29",51684,"2016-01-01",60090001,19.8,38.20185,-120.680277,2016,2015,0,0,366,331,31,1,1,2,8.65710382513661
"30",62787,"2006-01-01",60111002,4.4,39.18919,-121.99887,2006,2005,0,0,365,224,141,0,0,0,10.9845205479452
"31",62818,"2007-01-01",60111002,9.2,39.18919,-121.99887,2007,2006,0,0,365,262,97,4,2,0,10.1605479452055
"32",62849,"2008-01-01",60111002,21.7,39.18919,-121.99887,2008,2007,0,1,366,303,59,4,0,0,8.48224043715847
"33",63128,"2017-01-01",60111002,8.5,39.18919,-121.99887,2017,2016,0,1,365,313,50,0,0,0,7.38512396694215
"34",63221,"2020-01-01",60111002,24.9,39.18919,-121.99887,2020,2019,0,2,366,310,54,0,0,0,7.41181318681319
"35",70519,"2008-01-01",60130002,23.3,37.936013,-122.026154,2008,2007,0,1,366,315,42,1,0,0,7.54930167597765
"36",70891,"2020-01-01",60130002,10.6,37.936013,-122.026154,2020,2019,0,0,366,336,30,0,0,0,7.33497267759563
"37",70953,"2022-01-01",60130002,8.7,37.936013,-122.026154,2022,2021,0,0,365,293,70,2,0,0,8.54835616438356
"38",92251,"2011-01-01",60179000,NA,38.9759996246692,-120.103505924399,2011,2010,1,2,365,354,0,0,0,0,2.12824858757062
"39",102748,"2003-01-01",60190008,58,36.7813328518401,-119.77318981409,2003,2002,0,1,365,148,144,48,25,0,21.4619178082192
"40",102779,"2004-01-01",60190008,13.8,36.7813328518401,-119.77318981409,2004,2003,0,1,366,182,150,30,4,0,16.7465846994536
"41",102810,"2005-01-01",60190008,8.3,36.7813328518401,-119.77318981409,2005,2004,0,1,365,197,134,29,5,0,16.3821917808219
"42",102841,"2006-01-01",60190008,11,36.7813328518401,-119.77318981409,2006,2005,0,0,365,190,126,28,20,0,18.0865384615385
"43",102872,"2007-01-01",60190008,71,36.7813328518401,-119.77318981409,2007,2006,0,0,365,158,147,38,22,0,19.4505479452055
"44",102903,"2008-01-01",60190008,46.5,36.7813328518401,-119.77318981409,2008,2007,0,0,366,230,89,30,17,0,16.8760928961749
"45",102934,"2009-01-01",60190008,36.4,36.7813328518401,-119.77318981409,2009,2008,0,0,365,169,137,45,12,0,18.5856749311295
"46",102965,"2010-01-01",60190008,50.2,36.7813328518401,-119.77318981409,2010,2009,0,0,365,205,135,19,5,0,14.6824657534247
"47",102996,"2011-01-01",60190008,6.3,36.7813328518401,-119.77318981409,2011,2010,0,0,365,226,110,26,2,0,13.5917582417582
"48",106403,"2013-01-01",60190011,43.1,36.78538,-119.77321,2013,2012,0,0,365,195,143,25,1,0,14.9846575342466
"49",106434,"2014-01-01",60190011,97.7,36.78538,-119.77321,2014,2013,0,0,365,150,161,29,24,0,20.3049315068493
"50",106465,"2015-01-01",60190011,34.9,36.78538,-119.77321,2015,2014,0,0,365,172,169,12,12,0,16.1693150684932
"51",106496,"2016-01-01",60190011,47.5,36.78538,-119.77321,2016,2015,0,0,366,208,144,14,0,0,13.6833333333333
"52",106558,"2018-01-01",60190011,96.9,36.78538,-119.77321,2018,2017,0,0,365,168,151,27,19,0,18.5172602739726
"53",106589,"2019-01-01",60190011,51.3,36.78538,-119.77321,2019,2018,0,0,365,199,135,24,6,0,15.4756164383562
"54",106620,"2020-01-01",60190011,42.3,36.78538,-119.77321,2020,2019,0,0,366,233,126,7,0,0,12.2390710382514
"55",106651,"2021-01-01",60190011,31.2,36.78538,-119.77321,2021,2020,0,0,365,187,130,30,17,1,19.6947945205479
"56",106682,"2022-01-01",60190011,43.2,36.78538,-119.77321,2022,2021,0,2,365,190,136,34,5,0,16.8402739726027
"57",106713,"2023-01-01",60190011,4.5,36.78538,-119.77321,2023,2022,0,0,365,232,121,10,0,0,11.7123966942149
"58",110573,"2020-01-01",60190500,13.4,36.9851185574381,-119.658339349936,2020,2019,0,0,366,345,21,0,0,0,6.73251366120219
"59",118336,"2022-01-01",60192009,2.5,36.6342250009037,-120.382331,2022,2021,0,0,365,268,89,6,2,0,9.80041095890411
"60",122956,"2023-01-01",60192016,4.2,36.710833,-119.7775,2023,2022,0,0,365,227,131,7,0,0,12.236301369863
"61",124266,"2011-01-01",60195001,9.1,36.819449,-119.716433,2011,2010,0,0,365,179,161,21,4,0,15.4438356164384
"62",124297,"2012-01-01",60195001,72,36.819449,-119.716433,2012,2011,0,0,366,171,146,27,18,0,18.6177685950413
"63",124359,"2014-01-01",60195001,64.5,36.819449,-119.716433,2014,2013,0,1,365,183,143,25,13,0,17.0164383561644
"64",124390,"2015-01-01",60195001,24.7,36.819449,-119.716433,2015,2014,0,0,365,196,149,10,10,0,14.6795890410959
"65",124421,"2016-01-01",60195001,34.1,36.819449,-119.716433,2016,2015,0,0,366,168,190,8,0,0,14.375956284153
"66",124452,"2017-01-01",60195001,8.1,36.819449,-119.716433,2017,2016,0,0,365,235,123,5,0,0,11.4790633608815
"67",124483,"2018-01-01",60195001,82.3,36.819449,-119.716433,2018,2017,0,2,365,194,143,19,9,0,15.4382191780822
"68",124576,"2021-01-01",60195001,28,36.819449,-119.716433,2021,2020,0,0,365,188,132,28,15,2,19.5665753424658
"69",146908,"2008-01-01",60210003,9,39.53387,-122.190834,2008,2007,0,1,366,285,74,6,1,0,9.75054644808743
"70",146939,"2009-01-01",60210003,11.9,39.53387,-122.190834,2009,2008,0,0,365,248,100,6,9,2,13.6164383561644
"71",147249,"2019-01-01",60210003,1.4,39.53387,-122.190834,2019,2018,0,0,365,293,54,9,6,1,9.77355371900826
"72",152902,"2015-01-01",60230006,30.5,41.0471169849594,-123.67523342371,2015,2014,0,0,365,246,118,1,0,0,10.1601369863014
"73",163278,"2014-01-01",60231005,9.8,40.71528,-124.20139,2014,2013,0,0,365,316,48,1,0,0,7.95178082191781
"74",163309,"2015-01-01",60231005,3.4,40.71528,-124.20139,2015,2014,0,0,365,319,44,1,1,0,7.37493150684931
"75",163340,"2016-01-01",60231005,1.4,40.71528,-124.20139,2016,2015,0,0,366,335,27,0,0,0,6.14502762430939
"76",167000,"2016-01-01",60250005,11.8,32.67618,-115.48307,2016,2015,0,0,366,188,173,5,0,0,13.2857923497268
"77",167031,"2017-01-01",60250005,2.8,32.67618,-115.48307,2017,2016,0,0,365,205,158,2,0,0,12.6616438356164
"78",167062,"2018-01-01",60250005,90.6,32.67618,-115.48307,2018,2017,0,0,365,168,186,9,1,1,14.9868493150685
"79",167093,"2019-01-01",60250005,8.6,32.67618,-115.48307,2019,2018,0,0,365,196,161,7,0,0,13.2120547945205
"80",167124,"2020-01-01",60250005,23.7,32.67618,-115.48307,2020,2019,0,0,366,253,111,2,0,0,10.9521857923497
"81",167155,"2021-01-01",60250005,17.6,32.67618,-115.48307,2021,2020,0,0,365,232,128,5,0,0,11.8180821917808
"82",174856,"2023-01-01",60250007,7.9,32.97833,-115.53917,2023,2022,0,0,365,305,55,5,0,0,8.02027397260274
"83",189455,"2017-01-01",60270002,1.8,37.360684,-118.330783,2017,2016,0,1,365,350,15,0,0,0,3.9358904109589
"84",189486,"2018-01-01",60270002,3.6,37.360684,-118.330783,2018,2017,0,0,365,346,19,0,0,0,4.79301369863014
"85",189517,"2019-01-01",60270002,0.6,37.360684,-118.330783,2019,2018,0,0,365,334,23,4,3,1,6.81054794520548
"86",189548,"2020-01-01",60270002,0.8,37.360684,-118.330783,2020,2019,0,2,366,358,4,0,2,0,4.67802197802198
"87",189579,"2021-01-01",60270002,1,37.360684,-118.330783,2021,2020,0,2,365,308,31,7,16,3,11.6801369863014
"88",189610,"2022-01-01",60270002,0.8,37.360684,-118.330783,2022,2021,0,1,365,318,29,10,8,0,8.1272602739726
"89",189641,"2023-01-01",60270002,0.4,37.360684,-118.330783,2023,2022,0,1,365,356,8,1,0,0,4.1241095890411
"90",197219,"2011-01-01",60271003,3.4,36.487823,-117.871036,2011,2010,0,0,365,322,37,3,3,0,7.92547945205479
"91",197250,"2012-01-01",60271003,4,36.487823,-117.871036,2012,2011,0,0,366,323,34,5,3,1,8.3844262295082
"92",197312,"2014-01-01",60271003,3.9,36.487823,-117.871036,2014,2013,0,1,365,326,32,2,5,0,7.7341095890411
"93",197343,"2015-01-01",60271003,4.8,36.487823,-117.871036,2015,2014,0,0,365,317,40,3,4,1,8.32301369863014
"94",197405,"2017-01-01",60271003,4.8,36.487823,-117.871036,2017,2016,0,2,365,329,30,3,1,0,6.6064738292011
"95",197436,"2018-01-01",60271003,4.5,36.487823,-117.871036,2018,2017,0,0,365,316,40,4,3,1,8.19326923076923
"96",197467,"2019-01-01",60271003,19.3,36.487823,-117.871036,2019,2018,0,0,365,329,34,0,1,1,6.91383561643836
"97",197498,"2020-01-01",60271003,3.8,36.487823,-117.871036,2020,2019,0,0,366,353,11,1,1,0,5.24590163934426
"98",197529,"2021-01-01",60271003,3.4,36.487823,-117.871036,2021,2020,0,0,365,299,44,11,10,1,10.5334246575342
"99",197560,"2022-01-01",60271003,1.5,36.487823,-117.871036,2022,2021,0,0,365,312,39,5,6,2,9.77013698630137
"100",197591,"2023-01-01",60271003,59.2,36.487823,-117.871036,2023,2022,0,0,365,338,18,5,4,0,7.03712328767123
"101",205310,"2022-01-01",60271023,15.4,37.3621369693511,-118.417477920338,2022,2021,0,0,365,225,115,17,8,0,13.9619178082192
"102",213444,"2020-01-01",60290011,3.2,35.0505513494936,-118.147293620967,2020,2019,0,0,366,344,22,0,0,0,6.75464480874317
"103",219616,"2003-01-01",60290014,37.9,35.356615,-119.062613,2003,2002,0,0,365,38,231,59,37,0,28.2921917808219
"104",219647,"2004-01-01",60290014,47.6,35.356615,-119.062613,2004,2003,0,0,366,43,264,49,9,0,23.9887978142077
"105",219709,"2006-01-01",60290014,29,35.356615,-119.062613,2006,2005,0,0,365,83,228,23,30,0,23.1531506849315
"106",219740,"2007-01-01",60290014,52.2,35.356615,-119.062613,2007,2006,0,0,365,111,201,30,21,0,21.571349862259
"107",219771,"2008-01-01",60290014,21.1,35.356615,-119.062613,2008,2007,0,0,366,106,197,32,30,0,22.5393442622951
"108",219802,"2009-01-01",60290014,57.9,35.356615,-119.062613,2009,2008,0,0,365,75,214,47,29,0,24.8271232876712
"109",219833,"2010-01-01",60290014,46.9,35.356615,-119.062613,2010,2009,0,0,365,84,234,35,11,1,20.9232876712329
"110",219864,"2011-01-01",60290014,6.2,35.356615,-119.062613,2011,2010,0,0,365,136,196,26,7,0,18.1328767123288
"111",219895,"2012-01-01",60290014,93.4,35.356615,-119.062613,2012,2011,0,0,366,113,202,25,26,0,20.929781420765
"112",219926,"2013-01-01",60290014,27.5,35.356615,-119.062613,2013,2012,0,0,365,97,240,19,9,0,18.6197260273973
"113",219988,"2015-01-01",60290014,34.5,35.356615,-119.062613,2015,2014,0,0,365,130,190,31,14,0,19.7378082191781
"114",220019,"2016-01-01",60290014,54.6,35.356615,-119.062613,2016,2015,0,0,366,178,169,17,2,0,15.353825136612
"115",220050,"2017-01-01",60290014,8.1,35.356615,-119.062613,2017,2016,0,0,365,201,143,17,3,0,14.0146575342466
"116",220112,"2019-01-01",60290014,37.8,35.356615,-119.062613,2019,2018,0,0,365,210,123,26,6,0,15.0358904109589
"117",220143,"2020-01-01",60290014,37.7,35.356615,-119.062613,2020,2019,0,0,366,227,134,5,0,0,12.6352459016393
"118",220174,"2021-01-01",60290014,31.5,35.356615,-119.062613,2021,2020,0,0,365,154,153,43,14,1,20.7004109589041
"119",220205,"2022-01-01",60290014,18.1,35.356615,-119.062613,2022,2021,0,0,365,183,137,37,8,0,17.7745205479452
"120",220236,"2023-01-01",60290014,7.2,35.356615,-119.062613,2023,2022,0,0,365,216,125,23,1,0,13.7782191780822
"121",240862,"2021-01-01",60290018,1.7,35.6429431008838,-117.715066487047,2021,2020,0,0,365,310,40,10,5,0,7.95452054794521
"122",256137,"2009-01-01",60310004,31.8,36.102244,-119.56565,2009,2008,0,0,365,132,182,35,16,0,20.1584931506849
"123",256385,"2018-01-01",60310004,68.7,36.102244,-119.56565,2018,2017,0,0,365,178,150,17,20,0,17.9775342465753
"124",256447,"2020-01-01",60310004,27.5,36.102244,-119.56565,2020,2019,0,0,366,233,118,11,1,0,12.7078512396694
"125",256478,"2021-01-01",60310004,21.1,36.102244,-119.56565,2021,2020,0,2,365,184,129,39,13,0,19.2021917808219
"126",263137,"2021-01-01",60311004,22.9,36.31567,-119.643447,2021,2020,0,0,365,185,119,47,14,0,19.9893150684932
"127",275273,"2003-01-01",60370002,12.1,34.1365,-117.92391,2003,2002,0,0,365,105,218,37,5,0,19.9612328767123
"128",275800,"2020-01-01",60370002,8.4,34.1365,-117.92391,2020,2019,0,2,366,246,103,2,1,0,10.4053977272727
"129",282763,"2014-01-01",60370016,11.7,34.14435,-117.85036,2014,2013,0,1,365,228,136,0,1,0,10.401095890411
"130",282980,"2021-01-01",60370016,6,34.14435,-117.85036,2021,2020,0,0,365,171,181,6,7,0,14.526301369863
"131",283042,"2023-01-01",60370016,1.4,34.14435,-117.85036,2023,2022,0,0,365,284,80,0,1,0,8.04383561643836
"132",288023,"2003-01-01",60371002,NA,34.17605,-118.31712,2003,2002,1,2,365,49,266,39,0,0,21.7966101694915
"133",288240,"2010-01-01",60371002,26.7,34.17605,-118.31712,2010,2009,0,0,365,61,288,15,0,0,19.5464285714286
"134",288271,"2011-01-01",60371002,34.7,34.17605,-118.31712,2011,2010,0,0,365,89,267,9,0,0,17.3965753424658
"135",288302,"2012-01-01",60371002,19,34.17605,-118.31712,2012,2011,0,0,366,81,268,15,1,0,18.7218579234973
"136",288333,"2013-01-01",60371002,49.7,34.17605,-118.31712,2013,2012,0,0,365,88,266,10,1,0,17.7243835616438
"137",288364,"2014-01-01",60371002,74.7,34.17605,-118.31712,2014,2013,0,0,365,64,291,9,1,0,18.5545205479452
"138",292559,"2005-01-01",60371103,33.1,34.0665900008759,-118.22688,2005,2004,0,0,365,76,259,20,8,0,19.6190082644628
"139",292590,"2006-01-01",60371103,12,34.0665900008759,-118.22688,2006,2005,0,0,365,101,232,27,5,0,19.5779452054795
"140",292714,"2010-01-01",60371103,15.9,34.0665900008759,-118.22688,2010,2009,0,0,365,84,266,14,1,0,18.7354794520548
"141",292745,"2011-01-01",60371103,17.9,34.0665900008759,-118.22688,2011,2010,0,0,365,109,248,8,0,0,16.8191780821918
"142",292776,"2012-01-01",60371103,18.9,34.0665900008759,-118.22688,2012,2011,0,0,366,124,222,17,3,0,16.7601092896175
"143",292807,"2013-01-01",60371103,27.8,34.0665900008759,-118.22688,2013,2012,0,0,365,81,262,20,2,0,19.6256164383562
"144",292838,"2014-01-01",60371103,65,34.0665900008759,-118.22688,2014,2013,0,0,365,69,277,17,1,0,19.7504109589041
"145",292869,"2015-01-01",60371103,27.2,34.0665900008759,-118.22688,2015,2014,0,0,365,61,284,15,5,0,19.8328767123288
"146",292900,"2016-01-01",60371103,12.5,34.0665900008759,-118.22688,2016,2015,0,0,366,126,235,5,0,0,15.3005464480874
"147",292931,"2017-01-01",60371103,14.9,34.0665900008759,-118.22688,2017,2016,0,0,365,154,204,7,0,0,14.2915068493151
"148",292962,"2018-01-01",60371103,65.3,34.0665900008759,-118.22688,2018,2017,0,0,365,116,236,11,2,0,17.3621917808219
"149",292993,"2019-01-01",60371103,19.9,34.0665900008759,-118.22688,2019,2018,0,0,365,143,217,5,0,0,14.9397260273973
"150",293024,"2020-01-01",60371103,18.6,34.0665900008759,-118.22688,2020,2019,0,0,366,155,209,2,0,0,13.7642076502732
"151",293055,"2021-01-01",60371103,20.5,34.0665900008759,-118.22688,2021,2020,0,0,365,177,176,7,4,1,14.8035616438356
"152",293086,"2022-01-01",60371103,12.1,34.0665900008759,-118.22688,2022,2021,0,0,365,134,218,11,2,0,15.3035616438356
"153",293117,"2023-01-01",60371103,5,34.0665900008759,-118.22688,2023,2022,0,0,365,193,171,1,0,0,12.2413698630137
"154",300415,"2011-01-01",60371201,29,34.19925,-118.53276,2011,2010,0,2,365,137,218,9,0,0,15.0806318681319
"155",300446,"2012-01-01",60371201,41.6,34.19925,-118.53276,2012,2011,0,0,366,72,282,8,0,0,18.4875690607735
"156",300508,"2014-01-01",60371201,55.9,34.19925,-118.53276,2014,2013,0,0,365,239,125,0,1,0,11.2334246575342
"157",300601,"2017-01-01",60371201,15.9,34.19925,-118.53276,2017,2016,0,0,365,95,267,3,0,0,17.063698630137
"158",300632,"2018-01-01",60371201,63.7,34.19925,-118.53276,2018,2017,0,0,365,90,268,2,3,0,17.2898071625344
"159",300663,"2019-01-01",60371201,3.3,34.19925,-118.53276,2019,2018,0,0,365,120,243,2,0,0,14.7457534246575
"160",300694,"2020-01-01",60371201,17.5,34.19925,-118.53276,2020,2019,0,0,366,198,167,0,1,0,12.0617486338798
"161",300756,"2022-01-01",60371201,5.2,34.19925,-118.53276,2022,2021,0,0,365,217,144,3,1,0,11.6045205479452
